,symbol,sm_name,desc,an_dt,t_date,open,adj_close,intraday_return
994,ICICIGI,ICICI Lombard General Insurance Company Limited,Record Date,2023-05-31 20:27:18,2023-06-01 20:27:18,1173.0,1215.21,3.598465473145783
995,CYIENT,Cyient Limited,Record Date,2023-05-31 18:18:33,2023-06-01 18:18:33,1308.35,1345.92,2.8715557763595494
996,SHK,S H Kelkar and Company Limited,Record Date,2023-05-31 17:58:20,2023-06-01 17:58:20,111.9,108.8,-2.770330652368193
1003,BCG,Brightcom Group Limited,Record Date,2023-05-31 03:21:37,2023-05-31 03:21:37,18.7,18.5,-1.0695187165775364
1004,NAGREEKEXP,Nagreeka Exports Limited,Record Date,2023-05-30 21:39:54,2023-05-31 21:39:54,43.4,42.1,-2.995391705069118
1005,IPL,India Pesticides Limited,Record Date,2023-05-30 21:36:30,2023-05-31 21:36:30,216.5,217.2,0.32332563510392087
1006,AXISBANK,Axis Bank Limited,Record Date,2023-05-30 19:31:58,2023-05-31 19:31:58,937.35,913.92,-2.499599935989765
1007,SHARONBIO,Sharon Bio-Medicine Limited,Record Date,2023-05-30 19:23:23,2023-05-31 19:23:23,33.0,33.0,0.0
1008,WELCORP,Welspun Corp Limited,Record Date,2023-05-30 19:17:57,2023-05-31 19:17:57,250.0,247.91,-0.8360000000000014
1009,COASTCORP,Coastal Corporation Limited,Record Date,2023-05-30 19:04:51,2023-05-31 19:04:51,205.0,199.23,-2.8146341463414686
1010,TORNTPHARM,Torrent Pharmaceuticals Limited,Record Date,2023-05-30 17:56:51,2023-05-31 17:56:51,1749.0,1827.92,4.5122927387078375
1011,FIEMIND,Fiem Industries Limited,Record Date,2023-05-30 16:46:22,2023-05-31 16:46:22,1820.05,1732.41,-4.815252328232734
1012,TORNTPOWER,Torrent Power Limited,Record Date,2023-05-30 15:30:37,2023-05-31 15:30:37,565.0,548.04,-3.0017699115044314
1020,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Record Date,2023-05-29 21:29:50,2023-05-30 21:29:50,21.3,21.25,-0.23474178403756202
1021,DHUNINV,Dhunseri Investments Limited,Record Date,2023-05-29 19:11:10,2023-05-30 19:11:10,708.0,685.74,-3.144067796610168
1022,NFL,National Fertilizers Limited,Record Date,2023-05-29 19:05:54,2023-05-30 19:05:54,67.2,64.02,-4.732142857142867
1023,ALKYLAMINE,Alkyl Amines Chemicals Limited,Record Date,2023-05-29 18:38:36,2023-05-30 18:38:36,2492.95,2463.7,-1.1733087306203496
1028,SHRADHA,Shradha Infraprojects Limited,Record Date,2023-05-27 18:36:22,2023-05-28 18:36:22,42.0,43.47,3.4999999999999973
1029,PFC,Power Finance Corporation Limited,Record Date,2023-05-27 17:54:07,2023-05-28 17:54:07,139.04,133.63,-3.8909666283083983
1031,ACI,Archean Chemical Industries Limited,Record Date,2023-05-26 22:50:17,2023-05-27 22:50:17,566.0,543.14,-4.038869257950532
1032,OPTIEMUS,Optiemus Infracom Limited,Record Date,2023-05-26 19:09:01,2023-05-27 19:09:01,237.95,220.1,-7.501575961336414
1033,IONEXCHANG,ION Exchange (India) Limited,Record Date,2023-05-26 19:02:21,2023-05-27 19:02:21,385.2,374.45,-2.7907580477673934
1034,RIIL,Reliance Industrial Infrastructure Limited,Record Date,2023-05-26 18:23:16,2023-05-27 18:23:16,905.15,907.71,0.2828260509307915
1035,RAMRAT,Ram Ratna Wires Limited,Record Date,2023-05-26 18:22:58,2023-05-27 18:22:58,195.3,202.01,3.43573988735278
1036,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Record Date,2023-05-26 18:09:21,2023-05-27 18:09:21,1034.0,1043.42,0.9110251450677053
1037,PRECAM,Precision Camshafts Limited,Record Date,2023-05-26 16:58:54,2023-05-27 16:58:54,159.0,154.26,-2.9811320754717037
1038,PIXTRANS,Pix Transmissions Limited,Record Date,2023-05-26 16:38:30,2023-05-27 16:38:30,977.0,945.36,-3.238485158648924
1042,DCBBANK,DCB Bank Limited,Record Date,2023-05-25 22:43:58,2023-05-26 22:43:58,115.2,113.82,-1.197916666666675
1043,EXPLEOSOL,Expleo Solutions Limited,Record Date,2023-05-25 21:46:51,2023-05-26 21:46:51,1439.05,1426.01,-0.9061533650672293
1044,UNIPARTS,Uniparts India Limited,Record Date,2023-05-25 19:49:49,2023-05-26 19:49:49,589.95,548.78,-6.978557504873306
1045,HARSHA,Harsha Engineers International Limited,Record Date,2023-05-25 18:48:55,2023-05-26 18:48:55,443.0,434.43,-1.93453724604966
1046,GICRE,General Insurance Corporation of India,Record Date,2023-05-25 17:08:43,2023-05-26 17:08:43,182.0,170.36,-6.395604395604388
1047,GICRE,General Insurance Corporation of India,Record Date,2023-05-25 16:52:36,2023-05-26 16:52:36,182.0,170.36,-6.395604395604388
1048,BANKINDIA,Bank of India,Record Date,2023-05-25 16:12:01,2023-05-26 16:12:01,72.8,72.57,-0.3159340659340714
1052,SKMEGGPROD,SKM Egg Products Export (India) Limited,Record Date,2023-05-25 09:03:28,2023-05-25 09:03:28,183.95,182.0,-1.0600706713780859
1053,NIITLTD,NIIT Limited,Record Date,2023-05-24 21:03:28,2023-05-25 21:03:28,390.05,385.75,-1.102422766312014
1054,TNPL,Tamil Nadu Newsprint & Papers Limited,Record Date,2023-05-24 19:33:25,2023-05-25 19:33:25,242.5,221.22,-8.775257731958764
1055,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Record Date,2023-05-24 19:33:02,2023-05-25 19:33:02,10930.0,10606.61,-2.9587374199450998
1056,LAXMIMACH,Lakshmi Machine Works Limited,Record Date,2023-05-24 18:51:42,2023-05-25 18:51:42,11089.95,11427.04,3.0395989161357817
1057,BAJAJELEC,Bajaj Electricals Limited,Record Date,2023-05-24 18:32:06,2023-05-25 18:32:06,1189.35,1172.51,-1.4158994408710572
1058,NECCLTD,North Eastern Carrying Corporation Limited,Record Date,2023-05-24 18:24:37,2023-05-25 18:24:37,21.75,21.45,-1.3793103448275894
1059,SHYAMMETL,Shyam Metalics and Energy Limited,Record Date,2023-05-24 17:48:09,2023-05-25 17:48:09,300.0,302.69,0.896666666666666
1060,SHYAMMETL,Shyam Metalics and Energy Limited,Record Date,2023-05-24 17:42:11,2023-05-25 17:42:11,300.0,302.69,0.896666666666666
1061,MARKSANS,Marksans Pharma Limited,Record Date,2023-05-24 17:15:45,2023-05-25 17:15:45,72.5,72.79,0.4000000000000086
1062,SHREERAMA,Shree Rama Multi-Tech Limited,Record Date,2023-05-24 17:15:25,2023-05-25 17:15:25,11.4,11.35,-0.43859649122807637
1063,DVL,Dhunseri Ventures Limited,Record Date,2023-05-24 17:07:25,2023-05-25 17:07:25,246.0,237.36,-3.5121951219512137
1067,ARE&M,Amara Raja Energy & Mobility Limited,Record Date,2023-05-23 20:22:44,2023-05-24 20:22:44,0.0,0.0,0.0
1068,BIOCON,Biocon Limited,Record Date,2023-05-23 20:08:02,2023-05-24 20:08:02,260.0,241.6,-7.076923076923078
1069,INDUSINDBK,IndusInd Bank Limited,Record Date,2023-05-23 19:41:41,2023-05-24 19:41:41,1255.0,1257.95,0.23505976095617892
1070,ROTO,Roto Pumps Limited,Record Date,2023-05-23 19:23:37,2023-05-24 19:23:37,351.0,342.54,-2.4102564102564044
1071,INDUSINDBK,IndusInd Bank Limited,Record Date,2023-05-23 18:55:18,2023-05-24 18:55:18,1255.0,1257.95,0.23505976095617892
1072,STEELCAS,Steelcast Limited,Record Date,2023-05-23 18:29:38,2023-05-24 18:29:38,498.0,524.87,5.3955823293172696
1073,GANDHITUBE,Gandhi Special Tubes Limited,Record Date,2023-05-23 18:29:01,2023-05-24 18:29:01,538.5,514.56,-4.445682451253492
1074,AKZOINDIA,Akzo Nobel India Limited,Record Date,2023-05-23 18:08:56,2023-05-24 18:08:56,2518.0,2427.86,-3.579825258141377
1075,LINDEINDIA,Linde India Limited,Record Date,2023-05-23 18:07:14,2023-05-24 18:07:14,3999.0,3992.79,-0.1552888222055523
1076,AXITA,Axita Cotton Limited,Record Date,2023-05-23 18:01:52,2023-05-24 18:01:52,21.3,20.42,-4.131455399061028
1077,ASHOKLEY,Ashok Leyland Limited,Record Date,2023-05-23 16:09:25,2023-05-24 16:09:25,154.9,148.03,-4.435119431891546
1078,CIGNITITEC,Cigniti Technologies Limited,Record Date,2023-05-22 20:42:33,2023-05-23 20:42:33,848.0,851.25,0.38325471698113206
1079,HONAUT,Honeywell Automation India Limited,Record Date,2023-05-22 16:49:37,2023-05-23 16:49:37,39607.0,39830.16,0.5634357563057124
1080,SIL,Standard Industries Limited,Record Date,2023-05-22 15:28:38,2023-05-23 15:28:38,29.8,28.61,-3.993288590604031
1081,SIL,Standard Industries Limited,Record Date,2023-05-22 15:26:47,2023-05-23 15:26:47,29.8,28.61,-3.993288590604031
1083,BEPL,Bhansali Engineering Polymers Limited,Record Date,2023-05-21 21:13:32,2023-05-22 21:13:32,91.27,82.48,-9.630765859537627
1084,GPIL,Godawari Power And Ispat limited,Record Date,2023-05-20 18:31:44,2023-05-21 18:31:44,378.0,365.86,-3.211640211640208
1085,NH,Narayana Hrudayalaya Ltd.,Record Date,2023-05-19 20:07:51,2023-05-20 20:07:51,800.0,829.3,3.6624999999999943
1086,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Record Date,2023-05-19 19:53:30,2023-05-20 19:53:30,90.2,84.97,-5.798226164079828
1087,CROMPTON,Crompton Greaves Consumer Electricals Limited,Record Date,2023-05-19 19:06:31,2023-05-20 19:06:31,256.2,256.96,0.29664324746291604
1088,ALBERTDAVD,Albert David Limited,Record Date,2023-05-19 17:45:53,2023-05-20 17:45:53,574.3,567.26,-1.225840153230013
1089,SBIN,State Bank of India,Record Date,2023-05-19 17:00:10,2023-05-20 17:00:10,577.5,566.15,-1.9653679653679692
1090,ELGIEQUIP,Elgi Equipments Limited,Record Date,2023-05-19 16:40:02,2023-05-20 16:40:02,485.0,555.46,14.527835051546399
1091,APCOTEXIND,Apcotex Industries Limited,Record Date,2023-05-19 16:01:32,2023-05-20 16:01:32,486.5,485.62,-0.18088386433710082
1092,PNB,Punjab National Bank,Record Date,2023-05-19 16:00:48,2023-05-20 16:00:48,49.85,49.91,0.12036108324973956
1093,IRB,IRB Infrastructure Developers Limited,Record Date,2023-05-19 15:39:25,2023-05-20 15:39:25,28.5,27.36,-4.000000000000002
1097,THOMASCOOK,Thomas Cook  (India)  Limited,Record Date,2023-05-18 22:08:28,2023-05-19 22:08:28,70.05,64.69,-7.651677373304783
1098,PIIND,PI Industries Limited,Record Date,2023-05-18 21:00:21,2023-05-19 21:00:21,3188.0,3269.66,2.561480552070259
1099,NELCAST,Nelcast Limited,Record Date,2023-05-18 20:52:41,2023-05-19 20:52:41,95.05,95.59,0.5681220410310429
1100,HDFCAMC,HDFC Asset Management Company Limited,Record Date,2023-05-18 20:01:07,2023-05-19 20:01:07,1807.95,1761.15,-2.588567161702478
1101,LXCHEM,Laxmi Organic Industries Limited,Record Date,2023-05-18 17:05:43,2023-05-19 17:05:43,250.55,248.56,-0.7942526441828014
1102,APTECHT,Aptech Limited,Record Date,2023-05-18 17:04:05,2023-05-19 17:04:05,344.43,335.82,-2.4997822489330237
1103,DIVGIITTS,Divgi Torqtransfer Systems Limited,Record Date,2023-05-18 15:43:45,2023-05-19 15:43:45,730.05,714.86,-2.080679405520162
1108,VEDL,Vedanta Limited,Record Date,2023-05-17 23:01:40,2023-05-18 23:01:40,282.0,250.41,-11.20212765957447
1109,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Record Date,2023-05-17 20:28:24,2023-05-18 20:28:24,76.85,75.42,-1.8607677293428662
1110,MMFL,MM Forgings Limited,Record Date,2023-05-17 20:19:08,2023-05-18 20:19:08,921.0,876.75,-4.804560260586319
1111,THERMAX,Thermax Limited,Record Date,2023-05-17 17:12:28,2023-05-18 17:12:28,2500.05,2270.73,-9.172616547669051
1112,SKFINDIA,SKF India Limited,Record Date,2023-05-17 15:20:43,2023-05-18 15:20:43,4405.0,4337.67,-1.52849035187287
1116,REDINGTON,Redington Limited,Record Date,2023-05-16 16:08:58,2023-05-17 16:08:58,171.75,167.01,-2.759825327510922
1119,PGIL,Pearl Global Industries Limited,Record Date,2023-05-15 20:58:00,2023-05-16 20:58:00,469.0,506.71,8.040511727078888
1120,COROMANDEL,Coromandel International Limited,Record Date,2023-05-15 17:48:08,2023-05-16 17:48:08,940.0,955.98,1.700000000000002
1121,GHCL,GHCL Limited,Record Date,2023-05-15 17:35:12,2023-05-16 17:35:12,513.45,493.39,-3.9069042750024456
1122,RAINBOW,Rainbow Childrens Medicare Limited,Record Date,2023-05-14 19:25:50,2023-05-15 19:25:50,880.0,864.44,-1.768181818181812
1123,NAVINFLUOR,Navin Fluorine International Limited,Record Date,2023-05-13 17:02:01,2023-05-14 17:02:01,4890.4,4684.37,-4.212947816129555
1124,THEMISMED,Themis Medicare Limited,Record Date,2023-05-13 16:26:20,2023-05-14 16:26:20,152.2,144.8,-4.862023653088028
1125,IRB,IRB Infrastructure Developers Limited,Record Date,2023-05-12 19:30:08,2023-05-13 19:30:08,28.05,28.2,0.534759358288765
1126,CIPLA,Cipla Limited,Record Date,2023-05-12 19:12:24,2023-05-13 19:12:24,940.0,915.38,-2.6191489361702134
1127,MANAPPURAM,Manappuram Finance Limited,Record Date,2023-05-12 16:45:48,2023-05-13 16:45:48,112.45,108.2,-3.77945753668297
1128,GESHIP,The Great Eastern Shipping Company Limited,Record Date,2023-05-12 16:00:40,2023-05-13 16:00:40,703.2,699.18,-0.571672354948819
1132,CARERATING,CARE Ratings Limited,Record Date,2023-05-12 00:23:59,2023-05-12 00:23:59,674.0,654.66,-2.8694362017804202
1133,KABRAEXTRU,Kabra Extrusion Technik Limited,Record Date,2023-05-11 16:22:41,2023-05-12 16:22:41,504.0,489.77,-2.823412698412702
1136,PRICOLLTD,Pricol Limited,Record Date,2023-05-10 21:38:28,2023-05-11 21:38:28,240.55,234.85,-2.369569736021624
1137,RELAXO,Relaxo Footwears Limited,Record Date,2023-05-10 15:23:17,2023-05-11 15:23:17,888.0,897.36,1.0540540540540555
1138,RAYMOND,Raymond Limited,Record Date,2023-05-10 15:18:03,2023-05-11 15:18:03,1564.1,1581.96,1.1418707243782449
1139,RAIN,Rain Industries Limited,Record Date,2023-05-09 20:44:23,2023-05-10 20:44:23,153.3,148.74,-2.974559686888455
1140,RADHIKAJWE,Radhika Jeweltech Limited,Record Date,2023-05-09 19:45:56,2023-05-10 19:45:56,34.0,34.39,1.1470588235294135
1141,SUNDRMFAST,Sundram Fasteners Limited,Record Date,2023-05-09 19:16:52,2023-05-10 19:16:52,1061.0,1054.6,-0.6032045240339389
1142,AGRITECH,Agri-Tech (India) Limited,Record Date,2023-05-09 17:23:17,2023-05-10 17:23:17,104.0,104.5,0.4807692307692308
1143,SHRIPISTON,Shriram Pistons & Rings Limited,Record Date,2023-05-09 15:47:17,2023-05-10 15:47:17,679.9,678.05,-0.2720988380644246
1146,SHREECEM,SHREE CEMENT LIMITED,Record Date,2023-05-08 20:25:32,2023-05-09 20:25:32,24600.4,24111.14,-1.9888294499276515
1147,HDFCLIFE,HDFC Life Insurance Company Limited,Record Date,2023-05-08 19:25:46,2023-05-09 19:25:46,552.5,550.24,-0.4090497737556545
1148,ALICON,Alicon Castalloy Limited,Record Date,2023-05-08 19:10:43,2023-05-09 19:10:43,786.15,771.21,-1.900400686891807
1149,HOMEFIRST,Home First Finance Company India Limited,Record Date,2023-05-08 17:55:26,2023-05-09 17:55:26,702.5,709.3,0.9679715302491039
1150,TECHIN,Techindia Nirman Limited,Record Date,2023-05-08 17:40:36,2023-05-09 17:40:36,9.9,9.85,-0.5050505050505122
1151,INDIANB,Indian Bank,Record Date,2023-05-08 17:22:21,2023-05-09 17:22:21,318.0,287.8,-9.496855345911946
1152,CRAFTSMAN,Craftsman Automation Limited,Record Date,2023-05-08 16:04:58,2023-05-09 16:04:58,3231.95,3305.01,2.2605547734340075
1153,SRPL,Shree Ram Proteins Limited,Record Date,2023-05-08 15:45:48,2023-05-09 15:45:48,4.275,4.12,-3.625730994152052
1156,TVSELECT,TVS Electronics Limited,Record Date,2023-05-07 00:45:44,2023-05-07 00:45:44,366.75,360.8,-1.6223585548738892
1157,ADFFOODS,ADF Foods Limited,Record Date,2023-05-06 22:56:29,2023-05-07 22:56:29,155.0,166.47,7.4
1158,ADVENZYMES,Advanced Enzyme Technologies Limited,Record Date,2023-05-06 19:25:50,2023-05-07 19:25:50,277.0,271.56,-1.9638989169675083
1159,CAMS,Computer Age Management Services Limited,Record Date,2023-05-06 15:40:09,2023-05-07 15:40:09,2087.0,2030.93,-2.6866315285098197
1160,VIMTALABS,Vimta Labs Limited,Record Date,2023-05-05 18:52:53,2023-05-06 18:52:53,387.05,397.42,2.679240408215994
1161,LODHA,Macrotech Developers Limited,Record Date,2023-05-05 18:30:48,2023-05-06 18:30:48,453.12,461.61,1.8736758474576292
1162,GODHA,Godha Cabcon & Insulation Limited,Record Date,2023-05-05 15:55:29,2023-05-06 15:55:29,1.25,1.25,0.0
1167,360ONE,360 ONE WAM LIMITED,Record Date,2023-05-04 19:52:27,2023-05-05 19:52:27,411.0,400.73,-2.49878345498783
1168,HDFC,Housing Development Finance Corporation Limited,Record Date,2023-05-04 19:29:41,2023-05-05 19:29:41,0.0,0.0,0.0
1169,ADANIENT,Adani Enterprises Limited,Record Date,2023-05-04 15:29:30,2023-05-05 15:29:30,1954.8,1919.34,-1.8139963167587496
1172,SYNGENE,Syngene International Limited,Record Date,2023-05-03 18:58:40,2023-05-04 18:58:40,689.0,689.49,0.07111756168360074
1173,COLPAL,Colgate Palmolive (India) Limited,Record Date,2023-05-03 16:33:28,2023-05-04 16:33:28,1581.7,1547.76,-2.1457925017386392
1174,SONACOMS,Sona BLW Precision Forgings Limited,Record Date,2023-05-03 16:07:57,2023-05-04 16:07:57,503.0,495.08,-1.5745526838966235
1179,HARDWYN,Hardwyn India Limited,Record Date,2023-05-02 18:08:38,2023-05-03 18:08:38,27.75,27.56,-0.6846846846846893
1180,AMBUJACEM,Ambuja Cements Limited,Record Date,2023-05-02 15:50:29,2023-05-03 15:50:29,392.9,379.22,-3.4818019852379614
1181,KUANTUM,Kuantum Papers Limited,Record Date,2023-04-29 16:54:17,2023-04-30 16:54:17,159.0,149.53,-5.9559748427672945
1182,CANFINHOME,Can Fin Homes Limited,Record Date,2023-04-28 19:25:19,2023-04-29 19:25:19,619.75,624.08,0.6986688180718098
1183,GEOJITFSL,Geojit Financial Services Limited,Record Date,2023-04-28 18:59:51,2023-04-29 18:59:51,44.5,41.41,-6.943820224719109
1184,EMUDHRA,eMudhra Limited,Record Date,2023-04-28 18:42:04,2023-04-29 18:42:04,278.95,276.7,-0.8065961641871303
1185,MAHABANK,Bank of Maharashtra,Record Date,2023-04-28 16:36:33,2023-04-29 16:36:33,30.45,27.52,-9.622331691297209
1186,INDIAMART,Indiamart Intermesh Limited,Record Date,2023-04-28 15:43:39,2023-04-29 15:43:39,2675.0,2795.09,4.489345794392529
1187,INDIAMART,Indiamart Intermesh Limited,Record Date,2023-04-28 15:41:13,2023-04-29 15:41:13,2675.0,2795.09,4.489345794392529
1188,GLOBAL,Global Education Limited,Record Date,2023-04-28 15:21:21,2023-04-29 15:21:21,218.25,208.41,-4.508591065292098
1190,WELSPUNLIV,Welspun Living Limited,Record Date,2023-04-27 20:54:23,2023-04-28 20:54:23,88.0,87.51,-0.556818181818176
1191,ACC,ACC Limited,Record Date,2023-04-27 20:10:26,2023-04-28 20:10:26,1724.85,1744.98,1.1670580050439232
1192,KKCL,Kewal Kiran Clothing Limited,Record Date,2023-04-27 18:18:59,2023-04-28 18:18:59,460.9,460.19,-0.15404643089606848
1193,360ONE,360 ONE WAM LIMITED,Record Date,2023-04-27 17:38:17,2023-04-28 17:38:17,417.0,406.49,-2.520383693045561
1194,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Record Date,2023-04-27 17:36:25,2023-04-28 17:36:25,6668.0,6744.82,1.152069586082779
1195,LAURUSLABS,Laurus Labs Limited,Record Date,2023-04-27 15:21:52,2023-04-28 15:21:52,280.0,305.81,9.217857142857143
1198,OFSS,Oracle Financial Services Software Limited,Record Date,2023-04-26 19:58:27,2023-04-27 19:58:27,3500.0,3287.93,-6.059142857142861
1199,BAJFINANCE,Bajaj Finance Limited,Record Date,2023-04-26 18:23:42,2023-04-27 18:23:42,6075.0,6147.17,1.1879835390946514
1200,SPLPETRO,Supreme Petrochem Limited,Record Date,2023-04-26 17:50:04,2023-04-27 17:50:04,385.0,363.8,-5.506493506493504
1201,DBOL,Dhampur Bio Organics Limited,Record Date,2023-04-25 21:44:05,2023-04-26 21:44:05,180.0,163.0,-9.444444444444445
1202,NAM-INDIA,Nippon Life India Asset Management Limited,Record Date,2023-04-25 19:09:14,2023-04-26 19:09:14,235.2,219.61,-6.628401360544207
1203,BAJAJ-AUTO,Bajaj Auto Limited,Record Date,2023-04-25 17:39:01,2023-04-26 17:39:01,4345.0,4042.3,-6.966628308400456
1204,NATHBIOGEN,Nath Bio-Genes (India) Limited,Record Date,2023-04-25 17:36:24,2023-04-26 17:36:24,159.0,155.98,-1.8993710691823964
1205,SHAH,Shah Metacorp Limited,Record Date,2023-04-25 16:33:35,2023-04-26 16:33:35,0.0,0.0,0.0
1206,APTUS,Aptus Value Housing Finance India Limited,Record Date,2023-04-24 20:05:55,2023-04-25 20:05:55,243.9,238.74,-2.1156211562115605
1207,MAHSCOOTER,Maharashtra Scooters Limited,Record Date,2023-04-24 16:39:47,2023-04-25 16:39:47,4500.1,4558.68,1.3017488500255532
1208,SHAH,Shah Metacorp Limited,Record Date,2023-04-22 00:43:19,2023-04-22 00:43:19,0.0,0.0,0.0
1209,HCLTECH,HCL Technologies Limited,Record Date,2023-04-20 17:08:31,2023-04-21 17:08:31,1054.0,997.41,-5.369070208728656
1210,VISAKAIND,Visaka Industries Limited,Record Date,2023-04-19 15:42:19,2023-04-20 15:42:19,77.35,79.3,2.5210084033613485
1211,JSL,Jindal Stainless Limited,Record Date,2023-04-18 15:36:07,2023-04-19 15:36:07,260.95,257.79,-1.210959954014167
1212,VGUARD,V-Guard Industries Limited,Record Date,2023-04-17 18:06:27,2023-04-18 18:06:27,259.0,257.37,-0.6293436293436276
1214,INFY,Infosys Limited,Record Date,2023-04-13 16:17:43,2023-04-14 16:17:43,1250.3,1209.47,-3.2656162520994902
1216,EXPLEOSOL,Expleo Solutions Limited,Record Date,2023-04-11 22:18:35,2023-04-12 22:18:35,1351.0,1376.82,1.9111769059955541
1217,GSCLCEMENT,Gujarat Sidhee Cement Limited,Record Date,2023-04-11 16:57:18,2023-04-12 16:57:18,0.0,0.0,0.0
1218,TPHQ,Teamo Productions HQ Limited,Record Date,2023-04-11 15:34:04,2023-04-12 15:34:04,1.05,1.05,0.0
1219,RKFORGE,Ramkrishna Forgings Limited,Record Date,2023-04-10 18:27:51,2023-04-11 18:27:51,308.8,311.4,0.8419689119170873
1220,CRISIL,CRISIL Limited,Record Date,2023-04-10 16:48:12,2023-04-11 16:48:12,3381.0,3415.42,1.0180419994084613
1222,RUSHIL,Rushil Decor Limited,Record Date,2023-04-08 19:43:17,2023-04-09 19:43:17,255.57,246.15,-3.685878624251668
1223,THYROCARE,Thyrocare Technologies Limited,Record Date,2023-04-07 18:13:34,2023-04-08 18:13:34,460.0,458.92,-0.2347826086956487
1227,SDBL,Som Distilleries & Breweries Limited,Record Date,2023-04-06 18:07:46,2023-04-07 18:07:46,158.6,147.06,-7.27616645649432
1228,DREDGECORP,Dredging Corporation of India Limited,Record Date,2023-04-05 19:07:33,2023-04-06 19:07:33,300.05,296.8,-1.0831528078653558
